DEVICEID,LINE_TIMESTAMP,Q,P,T
LINE1,01-10-2020 12:24:39.776,0.04,1.51,16.2
LINE1,01-10-2020 12:25:39.776,0.05,1.59,16.2
LINE1,01-10-2020 12:26:39.775,0.04,1.52,16.2
LINE1,01-10-2020 12:27:39.777,0.04,1.52,16.2
LINE1,01-10-2020 12:28:08.076,,1.3,
LINE1,01-10-2020 12:28:09.076,,1.66,
LINE1,01-10-2020 12:28:16.078,,1.42,
LINE1,01-10-2020 12:28:22.076,,1.64,
LINE1,01-10-2020 12:28:30.076,,1.39,
LINE1,01-10-2020 12:28:31.076,,1.68,
LINE1,01-10-2020 12:28:39.777,0.05,1.55,16.09
LINE1,01-10-2020 12:28:43.076,,1.29,
LINE1,01-10-2020 12:28:44.076,,1.74,
LINE1,01-10-2020 12:28:49.076,,1.52,
LINE1,01-10-2020 12:29:12.076,,1.79,
LINE1,01-10-2020 12:29:13.076,,1.59,
LINE1,01-10-2020 12:29:39.775,0.04,1.61,16.08
LINE1,01-10-2020 12:30:35.077,,1.39,
LINE1,01-10-2020 12:30:37.077,,1.67,
LINE1,01-10-2020 12:30:39.777,0.05,1.63,16.03
LINE1,01-10-2020 12:31:39.776,0.05,1.43,16.09
LINE1,01-10-2020 12:31:55.076,,1.66,
LINE1,01-10-2020 12:31:57.576,,1.46,
LINE1,01-10-2020 12:32:07.076,,1.69,
LINE1,01-10-2020 12:32:08.076,,1.49,
LINE1,01-10-2020 12:32:39.776,0.04,1.55,16.09
LINE1,01-10-2020 12:33:39.776,0.04,1.52,16.03
LINE1,01-10-2020 12:34:39.776,0.04,1.55,16.05
LINE1,01-10-2020 12:35:39.776,0.04,1.42,16.04
LINE1,01-10-2020 12:36:06.077,,1.64,
LINE1,01-10-2020 12:36:39.776,0.05,1.59,16.03
LINE1,01-10-2020 12:37:12.577,,1.37,
LINE1,01-10-2020 12:37:19.077,,1.58,
LINE1,01-10-2020 12:37:25.078,,1.38,
LINE1,01-10-2020 12:37:27.079,,1.58,
LINE1,01-10-2020 12:37:39.777,0.04,1.55,15.99
LINE1,01-10-2020 12:38:39.776,0.04,1.58,15.98
LINE1,01-10-2020 12:39:01.076,,1.31,
LINE1,01-10-2020 12:39:03.076,,1.78,
LINE1,01-10-2020 12:39:04.076,,1.52,
LINE1,01-10-2020 12:39:39.777,0.04,1.41,15.86
LINE1,01-10-2020 12:39:46.077,,1.74,
LINE1,01-10-2020 12:39:52.076,,1.47,
LINE1,01-10-2020 12:40:03.076,,1.75,
LINE1,01-10-2020 12:40:07.076,,1.53,
LINE1,01-10-2020 12:40:39.775,0.04,1.61,15.86
LINE1,01-10-2020 12:40:48.076,,1.4,
LINE1,01-10-2020 12:40:51.076,,1.63,
LINE1,01-10-2020 12:41:39.776,0.04,1.52,15.77
LINE1,01-10-2020 12:42:39.776,0.04,1.56,15.83
LINE1,01-10-2020 12:42:52.076,,1.32,
LINE1,01-10-2020 12:42:53.076,,1.66,
LINE1,01-10-2020 12:42:54.076,,1.45,
LINE1,01-10-2020 12:43:01.076,,1.65,
LINE1,01-10-2020 12:43:11.076,,1.45,
LINE1,01-10-2020 12:43:21.076,,1.67,
LINE1,01-10-2020 12:43:24.076,,1.45,
LINE1,01-10-2020 12:43:39.776,0.04,1.59,15.78
LINE1,01-10-2020 12:44:39.776,0.04,1.58,15.77
LINE1,01-10-2020 12:45:11.082,,1.38,
LINE1,01-10-2020 12:45:12.081,,1.62,
LINE1,01-10-2020 12:45:36.077,,1.38,
LINE1,01-10-2020 12:45:37.076,,1.68,
LINE1,01-10-2020 12:45:39.776,0.04,1.56,15.66
LINE1,01-10-2020 12:46:39.776,0.04,1.52,15.66
LINE1,01-10-2020 12:47:39.776,0.04,1.53,15.56
LINE1,01-10-2020 12:48:39.777,0.04,1.4,15.55
LINE1,01-10-2020 12:48:39.782,,1.61,
LINE1,01-10-2020 12:48:54.076,,1.39,
LINE1,01-10-2020 12:48:55.076,,1.68,
LINE1,01-10-2020 12:49:07.576,,1.36,
LINE1,01-10-2020 12:49:08.576,,1.65,
LINE1,01-10-2020 12:49:09.576,,1.44,
LINE1,01-10-2020 12:49:11.577,,1.74,
LINE1,01-10-2020 12:49:15.576,,1.49,
LINE1,01-10-2020 12:49:39.775,0.04,1.64,15.56
LINE1,01-10-2020 12:49:59.576,,1.35,
LINE1,01-10-2020 12:50:00.576,,1.62,
LINE1,01-10-2020 12:50:04.076,,1.41,
LINE1,01-10-2020 12:50:06.576,,1.63,
LINE1,01-10-2020 12:50:39.777,0.04,1.54,15.46
LINE1,01-10-2020 12:50:55.079,,1.33,
LINE1,01-10-2020 12:50:56.580,,1.57,
LINE1,01-10-2020 12:51:39.776,0.04,1.52,15.56
LINE1,01-10-2020 12:51:48.081,,1.29,
LINE1,01-10-2020 12:51:49.081,,1.59,
LINE1,01-10-2020 12:52:07.076,,1.38,
LINE1,01-10-2020 12:52:08.076,,1.66,
LINE1,01-10-2020 12:52:17.076,,1.46,
LINE1,01-10-2020 12:52:39.777,0.04,1.47,15.44
LINE1,01-10-2020 12:52:45.576,,1.69,
LINE1,01-10-2020 12:52:51.576,,1.42,
LINE1,01-10-2020 12:52:53.576,,1.62,
LINE1,01-10-2020 12:53:03.076,,1.42,
LINE1,01-10-2020 12:53:04.076,,1.62,
LINE1,01-10-2020 12:53:06.077,,1.36,
LINE1,01-10-2020 12:53:08.076,,1.57,
LINE1,01-10-2020 12:53:32.076,,1.36,
LINE1,01-10-2020 12:53:33.076,,1.57,
LINE1,01-10-2020 12:53:39.777,0.04,1.58,15.56
LINE1,01-10-2020 12:53:54.576,,1.35,
LINE1,01-10-2020 12:53:55.076,,1.59,
LINE1,01-10-2020 12:54:22.076,,1.36,
LINE1,01-10-2020 12:54:23.076,,1.62,
LINE1,01-10-2020 12:54:39.775,0.04,1.53,15.46
LINE1,01-10-2020 12:54:59.076,,1.32,
LINE1,01-10-2020 12:55:01.076,,1.57,
LINE1,01-10-2020 12:55:24.076,,1.3,
LINE1,01-10-2020 12:55:25.076,,1.57,
LINE1,01-10-2020 12:55:39.776,0.04,1.52,15.46
LINE1,01-10-2020 12:56:39.776,0.04,1.56,15.39
LINE1,01-10-2020 12:57:13.076,,1.34,
LINE1,01-10-2020 12:57:14.077,,1.61,
LINE1,01-10-2020 12:57:17.077,,1.39,
LINE1,01-10-2020 12:57:23.078,,1.61,
LINE1,01-10-2020 12:57:26.079,,1.4,
LINE1,01-10-2020 12:57:27.078,,1.63,
LINE1,01-10-2020 12:57:30.079,,,15.18
LINE1,01-10-2020 12:57:34.079,,1.42,
LINE1,01-10-2020 12:57:39.777,0.04,1.54,15.17
LINE1,01-10-2020 12:57:46.083,,,15.4
LINE1,01-10-2020 12:57:55.082,,,15.67
LINE1,01-10-2020 12:58:01.083,,,15.87
LINE1,01-10-2020 12:58:06.582,,,16.21
LINE1,01-10-2020 12:58:13.082,,,16.41
LINE1,01-10-2020 12:58:18.083,,,16.64
LINE1,01-10-2020 12:58:27.083,,,16.85
LINE1,01-10-2020 12:58:39.777,0.05,1.64,16.85
LINE1,01-10-2020 12:58:40.076,,1.44,
LINE1,01-10-2020 12:58:43.076,,1.68,
LINE1,01-10-2020 12:58:45.077,,,17.06
LINE1,01-10-2020 12:58:52.076,,1.4,
LINE1,01-10-2020 12:59:02.076,,1.61,
LINE1,01-10-2020 12:59:39.777,0.05,1.62,17.08
LINE1,01-10-2020 13:00:26.077,,1.42,
LINE1,01-10-2020 13:00:39.776,0.05,1.53,17.07
LINE1,01-10-2020 13:01:39.775,0.05,1.51,17.05
LINE1,01-10-2020 13:02:39.776,0.05,1.55,17.08
LINE1,01-10-2020 13:03:27.076,,1.33,
LINE1,01-10-2020 13:03:28.076,,1.68,
LINE1,01-10-2020 13:03:32.076,,1.33,
LINE1,01-10-2020 13:03:34.076,,1.64,
LINE1,01-10-2020 13:03:39.776,0.05,1.56,17.18
LINE1,01-10-2020 13:04:37.081,,1.34,
LINE1,01-10-2020 13:04:39.777,0.05,1.73,17.12
LINE1,01-10-2020 13:04:41.082,,1.53,
LINE1,01-10-2020 13:05:39.776,0.05,1.64,17.28
LINE1,01-10-2020 13:05:39.781,,1.41,
LINE1,01-10-2020 13:05:43.571,,1.62,
LINE1,01-10-2020 13:06:00.071,,1.4,
LINE1,01-10-2020 13:06:02.072,,1.6,
LINE1,01-10-2020 13:06:39.776,0.05,1.59,17.28
LINE1,01-10-2020 13:06:50.571,,1.37,
LINE1,01-10-2020 13:06:52.571,,1.58,
LINE1,01-10-2020 13:07:02.071,,1.36,
LINE1,01-10-2020 13:07:03.071,,1.68,
LINE1,01-10-2020 13:07:29.071,,1.47,
LINE1,01-10-2020 13:07:30.071,,1.7,
LINE1,01-10-2020 13:07:36.072,,1.49,
LINE1,01-10-2020 13:07:39.776,0.05,1.46,17.32
LINE1,01-10-2020 13:07:39.781,,1.72,
LINE1,01-10-2020 13:07:40.071,,1.51,
LINE1,01-10-2020 13:07:49.071,,1.27,
LINE1,01-10-2020 13:07:50.071,,1.56,
LINE1,01-10-2020 13:07:58.071,,1.3,
LINE1,01-10-2020 13:07:59.071,,1.76,
LINE1,01-10-2020 13:08:00.072,,1.55,
LINE1,01-10-2020 13:08:25.071,,1.34,
LINE1,01-10-2020 13:08:26.072,,1.59,
LINE1,01-10-2020 13:08:39.776,0.05,1.48,17.34
LINE1,01-10-2020 13:08:58.071,,1.68,
LINE1,01-10-2020 13:09:04.071,,1.44,
LINE1,01-10-2020 13:09:25.071,,1.69,
LINE1,01-10-2020 13:09:28.071,,1.46,
LINE1,01-10-2020 13:09:39.777,0.05,1.58,17.4
LINE1,01-10-2020 13:10:39.776,0.05,1.45,17.34
LINE1,01-10-2020 13:10:52.074,,1.66,
LINE1,01-10-2020 13:11:04.075,,1.36,
LINE1,01-10-2020 13:11:05.075,,1.61,
LINE1,01-10-2020 13:11:39.776,0.05,1.54,17.51
LINE1,01-10-2020 13:12:35.071,,1.75,
LINE1,01-10-2020 13:12:39.775,0.05,1.55,17.5
LINE1,01-10-2020 13:13:39.776,0.05,1.42,17.51
LINE1,01-10-2020 13:14:20.071,,1.63,
LINE1,01-10-2020 13:14:37.071,,1.32,
LINE1,01-10-2020 13:14:39.777,0.05,1.53,17.57
LINE1,01-10-2020 13:15:39.777,0.05,1.6,17.51
LINE1,01-10-2020 13:16:39.776,0.05,1.53,17.62
LINE1,01-10-2020 13:17:39.775,0.05,1.51,17.62
LINE1,01-10-2020 13:18:39.777,0.05,1.56,17.73
LINE1,01-10-2020 13:19:39.775,0.05,1.5,17.61
LINE1,01-10-2020 13:20:39.776,0.05,1.44,17.73
LINE1,01-10-2020 13:21:01.071,,1.64,
LINE1,01-10-2020 13:21:07.571,,1.39,
LINE1,01-10-2020 13:21:15.571,,1.63,
LINE1,01-10-2020 13:21:18.571,,1.39,
LINE1,01-10-2020 13:21:21.571,,1.64,
LINE1,01-10-2020 13:21:39.775,0.05,1.6,17.77
LINE1,01-10-2020 13:22:35.571,,1.29,
LINE1,01-10-2020 13:22:39.776,0.05,1.61,17.76
LINE1,01-10-2020 13:22:40.071,,1.4,
LINE1,01-10-2020 13:22:44.071,,1.6,
LINE1,01-10-2020 13:23:18.071,,1.37,
LINE1,01-10-2020 13:23:19.071,,1.57,
LINE1,01-10-2020 13:23:39.777,0.05,1.62,17.83
LINE1,01-10-2020 13:23:43.071,,1.35,
LINE1,01-10-2020 13:23:44.071,,1.59,
LINE1,01-10-2020 13:23:52.071,,1.39,
LINE1,01-10-2020 13:24:05.073,,1.64,
LINE1,01-10-2020 13:24:20.075,,1.4,
LINE1,01-10-2020 13:24:31.076,,1.61,
LINE1,01-10-2020 13:24:39.776,0.05,1.58,17.77
LINE1,01-10-2020 13:24:40.076,,1.34,
LINE1,01-10-2020 13:24:41.076,,1.56,
LINE1,01-10-2020 13:25:39.776,0.05,1.56,17.77
LINE1,01-10-2020 13:26:39.776,0.05,1.59,17.94
LINE1,01-10-2020 13:27:39.776,0.05,1.53,17.95
LINE1,01-10-2020 13:28:39.775,0.05,1.5,18
LINE1,01-10-2020 13:29:39.777,0.05,1.56,18.05
LINE1,01-10-2020 13:30:08.071,,1.34,
LINE1,01-10-2020 13:30:09.071,,1.65,
LINE1,01-10-2020 13:30:22.071,,1.41,
LINE1,01-10-2020 13:30:29.071,,1.65,
LINE1,01-10-2020 13:30:32.071,,1.4,
LINE1,01-10-2020 13:30:33.072,,1.63,
LINE1,01-10-2020 13:30:39.776,0.05,1.53,18
LINE1,01-10-2020 13:31:39.777,0.05,1.57,18.16
LINE1,01-10-2020 13:31:45.076,,1.31,
LINE1,01-10-2020 13:31:47.076,,1.61,
LINE1,01-10-2020 13:31:57.071,,1.41,
LINE1,01-10-2020 13:31:58.071,,1.61,
LINE1,01-10-2020 13:32:03.071,,1.39,
LINE1,01-10-2020 13:32:04.071,,1.71,
LINE1,01-10-2020 13:32:08.071,,1.47,
LINE1,01-10-2020 13:32:39.777,0.05,1.62,18.06
LINE1,01-10-2020 13:32:39.782,,1.4,
LINE1,01-10-2020 13:32:47.071,,1.66,
LINE1,01-10-2020 13:32:57.071,,1.46,
LINE1,01-10-2020 13:33:29.071,,1.68,
LINE1,01-10-2020 13:33:33.071,,1.46,
LINE1,01-10-2020 13:33:34.071,,1.69,
LINE1,01-10-2020 13:33:39.776,0.05,1.48,18.16
LINE1,01-10-2020 13:34:39.777,0.05,1.58,18.15
LINE1,01-10-2020 13:34:52.571,,1.37,
LINE1,01-10-2020 13:34:54.071,,1.58,
LINE1,01-10-2020 13:35:13.571,,1.31,
LINE1,01-10-2020 13:35:15.071,,1.62,
LINE1,01-10-2020 13:35:24.572,,,17.95
LINE1,01-10-2020 13:35:35.072,,,17.72
LINE1,01-10-2020 13:35:39.775,0.05,1.58,17.62
LINE1,01-10-2020 13:35:41.571,,1.35,
LINE1,01-10-2020 13:35:42.571,,1.66,
LINE1,01-10-2020 13:35:44.071,,1.43,
LINE1,01-10-2020 13:35:50.072,,,17.34
LINE1,01-10-2020 13:35:51.072,,1.64,
LINE1,01-10-2020 13:35:58.071,,1.34,
LINE1,01-10-2020 13:35:59.071,,1.62,
LINE1,01-10-2020 13:36:12.573,,,17.56
LINE1,01-10-2020 13:36:30.571,,1.39,
LINE1,01-10-2020 13:36:39.777,0.05,1.46,17.71
LINE1,01-10-2020 13:37:39.776,0.05,1.61,17.78
LINE1,01-10-2020 13:37:44.075,,1.4,
LINE1,01-10-2020 13:37:45.075,,1.61,
LINE1,01-10-2020 13:38:39.776,0.05,1.52,17.84
LINE1,01-10-2020 13:39:39.777,0.05,1.63,17.73
LINE1,01-10-2020 13:40:09.571,,1.41,
LINE1,01-10-2020 13:40:12.571,,1.62,
LINE1,01-10-2020 13:40:16.572,,,17.5
LINE1,01-10-2020 13:40:39.775,0.05,1.61,17.62
LINE1,01-10-2020 13:40:41.571,,1.36,
LINE1,01-10-2020 13:40:42.571,,1.64,
LINE1,01-10-2020 13:41:15.071,,1.43,
LINE1,01-10-2020 13:41:23.072,,,17.34
LINE1,01-10-2020 13:41:39.776,0.05,1.54,17.5
LINE1,01-10-2020 13:41:42.072,,,17.29
LINE1,01-10-2020 13:42:39.776,0.05,1.65,17.3
LINE1,01-10-2020 13:42:49.071,,1.36,
LINE1,01-10-2020 13:42:50.071,,1.63,
LINE1,01-10-2020 13:42:52.071,,1.41,
LINE1,01-10-2020 13:43:00.071,,1.74,
LINE1,01-10-2020 13:43:01.071,,1.48,
LINE1,01-10-2020 13:43:39.776,0.05,1.55,17.17
LINE1,01-10-2020 13:44:32.076,,1.34,
LINE1,01-10-2020 13:44:33.076,,1.71,
LINE1,01-10-2020 13:44:34.076,,1.47,
LINE1,01-10-2020 13:44:39.775,0.05,1.5,17.08
LINE1,01-10-2020 13:45:39.777,0.04,1.5,17.07
LINE1,01-10-2020 13:45:49.071,,1.73,
LINE1,01-10-2020 13:45:55.071,,1.44,
LINE1,01-10-2020 13:45:56.072,,1.65,
LINE1,01-10-2020 13:46:08.071,,1.45,
LINE1,01-10-2020 13:46:19.071,,1.66,
LINE1,01-10-2020 13:46:31.072,,1.33,
LINE1,01-10-2020 13:46:31.073,,,17.28
LINE1,01-10-2020 13:46:33.071,,1.59,
LINE1,01-10-2020 13:46:39.776,0.05,1.52,17.18
LINE1,01-10-2020 13:47:39.776,0.05,1.58,17.28
LINE1,01-10-2020 13:48:04.071,,1.32,
LINE1,01-10-2020 13:48:05.071,,1.67,
LINE1,01-10-2020 13:48:06.072,,1.44,
LINE1,01-10-2020 13:48:07.071,,1.7,
LINE1,01-10-2020 13:48:09.571,,1.43,
LINE1,01-10-2020 13:48:20.071,,1.72,
LINE1,01-10-2020 13:48:29.071,,1.48,
LINE1,01-10-2020 13:48:39.776,0.05,1.36,17.28
LINE1,01-10-2020 13:48:39.781,,1.58,
LINE1,01-10-2020 13:49:09.572,,1.36,
LINE1,01-10-2020 13:49:11.571,,1.68,
LINE1,01-10-2020 13:49:27.071,,1.46,
LINE1,01-10-2020 13:49:39.775,0.05,1.55,17.28
LINE1,01-10-2020 13:50:00.071,,1.35,
LINE1,01-10-2020 13:50:02.071,,1.68,
LINE1,01-10-2020 13:50:16.571,,1.46,
LINE1,01-10-2020 13:50:39.776,0.05,1.55,17.23
LINE1,01-10-2020 13:51:39.775,0.05,1.57,17.29
LINE1,01-10-2020 13:52:39.776,0.05,1.58,17.28
LINE1,01-10-2020 13:53:27.071,,1.37,
LINE1,01-10-2020 13:53:28.071,,1.62,
LINE1,01-10-2020 13:53:37.071,,1.42,
LINE1,01-10-2020 13:53:39.777,0.05,1.57,17.18
LINE1,01-10-2020 13:53:51.571,,1.36,
LINE1,01-10-2020 13:53:52.571,,1.59,
LINE1,01-10-2020 13:53:59.571,,1.38,
LINE1,01-10-2020 13:54:00.571,,1.65,
LINE1,01-10-2020 13:54:02.571,,1.45,
LINE1,01-10-2020 13:54:39.777,0.05,1.59,17.13
LINE1,01-10-2020 13:54:45.071,,1.33,
LINE1,01-10-2020 13:54:46.571,,1.66,
LINE1,01-10-2020 13:54:53.571,,1.32,
LINE1,01-10-2020 13:54:54.571,,1.6,
LINE1,01-10-2020 13:55:27.571,,1.36,
LINE1,01-10-2020 13:55:28.571,,1.66,
LINE1,01-10-2020 13:55:39.776,0.05,1.58,17.12
LINE1,01-10-2020 13:55:47.571,,1.38,
LINE1,01-10-2020 13:55:51.571,,1.59,
LINE1,01-10-2020 13:56:10.571,,1.33,
LINE1,01-10-2020 13:56:11.571,,1.62,
LINE1,01-10-2020 13:56:26.572,,1.42,
LINE1,01-10-2020 13:56:28.571,,1.64,
LINE1,01-10-2020 13:56:35.571,,1.43,
LINE1,01-10-2020 13:56:39.776,0.04,1.48,17.08
LINE1,01-10-2020 13:57:33.574,,1.71,
LINE1,01-10-2020 13:57:39.777,0.05,1.46,16.95
LINE1,01-10-2020 13:57:57.576,,1.67,
LINE1,01-10-2020 13:57:59.576,,1.47,
LINE1,01-10-2020 13:58:39.776,0.05,1.61,16.89
LINE1,01-10-2020 13:59:30.071,,1.27,
LINE1,01-10-2020 13:59:31.071,,1.63,
LINE1,01-10-2020 13:59:39.777,0.05,1.56,16.91
LINE1,01-10-2020 14:00:23.071,,1.34,
LINE1,01-10-2020 14:00:24.071,,1.66,
LINE1,01-10-2020 14:00:30.071,,1.43,
LINE1,01-10-2020 14:00:36.072,,1.65,
LINE1,01-10-2020 14:00:39.776,0.04,1.47,16.84
LINE1,01-10-2020 14:01:39.776,0.04,1.63,16.86
LINE1,01-10-2020 14:02:09.071,,1.4,
LINE1,01-10-2020 14:02:10.071,,1.61,
LINE1,01-10-2020 14:02:39.777,0.04,1.55,16.74
LINE1,01-10-2020 14:03:07.071,,1.31,
LINE1,01-10-2020 14:03:08.071,,1.6,
LINE1,01-10-2020 14:03:25.071,,1.37,
LINE1,01-10-2020 14:03:26.072,,1.67,
LINE1,01-10-2020 14:03:39.775,0.04,1.55,16.69
LINE1,01-10-2020 14:04:39.777,0.04,1.48,16.68
LINE1,01-10-2020 14:04:57.576,,1.78,
LINE1,01-10-2020 14:04:58.576,,1.57,
LINE1,01-10-2020 14:05:02.076,,1.31,
LINE1,01-10-2020 14:05:03.076,,1.72,
LINE1,01-10-2020 14:05:09.076,,1.49,
LINE1,01-10-2020 14:05:39.775,0.04,1.58,16.68
LINE1,01-10-2020 14:06:17.064,,1.36,
LINE1,01-10-2020 14:06:18.064,,1.61,
LINE1,01-10-2020 14:06:39.776,0.04,1.56,16.63
LINE1,01-10-2020 14:07:03.064,,1.33,
LINE1,01-10-2020 14:07:04.064,,1.62,
LINE1,01-10-2020 14:07:19.564,,1.41,
LINE1,01-10-2020 14:07:25.564,,1.65,
LINE1,01-10-2020 14:07:39.775,0.04,1.44,16.61
LINE1,01-10-2020 14:07:57.564,,1.67,
LINE1,01-10-2020 14:08:01.564,,1.39,
LINE1,01-10-2020 14:08:04.564,,1.65,
LINE1,01-10-2020 14:08:11.064,,1.43,
LINE1,01-10-2020 14:08:12.564,,1.63,
LINE1,01-10-2020 14:08:21.564,,1.37,
LINE1,01-10-2020 14:08:21.565,,,16.4
LINE1,01-10-2020 14:08:22.564,,1.6,
LINE1,01-10-2020 14:08:26.564,,1.36,
LINE1,01-10-2020 14:08:27.564,,1.6,
LINE1,01-10-2020 14:08:39.776,0.04,1.59,16.43
LINE1,01-10-2020 14:09:39.776,0.04,1.59,16.41
LINE1,01-10-2020 14:10:39.777,0.04,1.46,16.26
LINE1,01-10-2020 14:10:39.782,,1.66,
LINE1,01-10-2020 14:11:01.568,,1.43,
LINE1,01-10-2020 14:11:02.568,,1.64,
LINE1,01-10-2020 14:11:24.569,,1.4,
LINE1,01-10-2020 14:11:26.570,,1.61,
LINE1,01-10-2020 14:11:39.776,0.04,1.5,16.24
LINE1,01-10-2020 14:12:39.776,0.04,1.55,16.21
LINE1,01-10-2020 14:13:39.777,0.04,1.55,16.09
LINE1,01-10-2020 14:14:10.065,,1.26,
LINE1,01-10-2020 14:14:11.064,,1.46,
LINE1,01-10-2020 14:14:12.064,,1.68,
LINE1,01-10-2020 14:14:17.064,,1.46,
LINE1,01-10-2020 14:14:19.064,,1.69,
LINE1,01-10-2020 14:14:23.064,,1.32,
LINE1,01-10-2020 14:14:24.064,,1.75,
LINE1,01-10-2020 14:14:26.065,,1.52,
LINE1,01-10-2020 14:14:39.776,0.04,1.65,16.02
LINE1,01-10-2020 14:14:46.065,,1.42,
LINE1,01-10-2020 14:15:13.064,,1.74,
LINE1,01-10-2020 14:15:14.064,,1.31,
LINE1,01-10-2020 14:15:16.065,,1.61,
LINE1,01-10-2020 14:15:39.775,0.04,1.53,16.07
LINE1,01-10-2020 14:16:39.775,0.04,1.6,16.03
LINE1,01-10-2020 14:16:40.064,,1.39,
LINE1,01-10-2020 14:16:41.064,,1.62,
LINE1,01-10-2020 14:16:46.065,,1.41,
LINE1,01-10-2020 14:16:50.064,,1.62,
LINE1,01-10-2020 14:17:00.064,,1.39,
LINE1,01-10-2020 14:17:02.064,,1.63,
LINE1,01-10-2020 14:17:10.064,,1.37,
LINE1,01-10-2020 14:17:11.065,,1.63,
LINE1,01-10-2020 14:17:12.064,,1.3,
LINE1,01-10-2020 14:17:13.064,,1.56,
LINE1,01-10-2020 14:17:39.776,0.04,1.57,16.08
LINE1,01-10-2020 14:18:15.070,,1.36,
LINE1,01-10-2020 14:18:16.070,,1.61,
LINE1,01-10-2020 14:18:39.806,0.04,1.53,15.98
LINE1,01-10-2020 14:19:21.564,,1.77,
LINE1,01-10-2020 14:19:22.564,,1.54,
LINE1,01-10-2020 14:19:39.775,0.04,1.49,15.97
LINE1,01-10-2020 14:20:05.064,,1.81,
LINE1,01-10-2020 14:20:06.065,,1.55,
LINE1,01-10-2020 14:20:39.776,0.04,1.55,15.99
LINE1,01-10-2020 14:20:41.064,,1.31,
LINE1,01-10-2020 14:20:42.064,,1.58,
LINE1,01-10-2020 14:21:39.776,0.04,1.55,15.87
LINE1,01-10-2020 14:22:39.776,0.04,1.49,15.87
LINE1,01-10-2020 14:23:39.775,0.04,1.72,15.86
LINE1,01-10-2020 14:23:40.564,,1.46,
LINE1,01-10-2020 14:24:39.778,0.04,1.56,15.88
LINE1,01-10-2020 14:25:11.570,,1.27,
LINE1,01-10-2020 14:25:12.569,,1.53,
LINE1,01-10-2020 14:25:30.564,,1.74,
LINE1,01-10-2020 14:25:34.564,,1.53,
LINE1,01-10-2020 14:25:39.777,0.04,1.58,15.84
LINE1,01-10-2020 14:26:14.564,,1.35,
LINE1,01-10-2020 14:26:16.564,,1.57,
LINE1,01-10-2020 14:26:39.776,0.04,1.53,15.83
LINE1,01-10-2020 14:27:39.776,0.04,1.55,15.83
LINE1,01-10-2020 14:27:49.564,,1.34,
LINE1,01-10-2020 14:27:50.564,,1.65,
LINE1,01-10-2020 14:27:51.564,,1.43,
LINE1,01-10-2020 14:27:58.564,,1.64,
LINE1,01-10-2020 14:28:02.564,,1.37,
LINE1,01-10-2020 14:28:03.564,,1.6,
LINE1,01-10-2020 14:28:39.775,0.04,1.58,15.86
LINE1,01-10-2020 14:29:24.564,,1.31,
LINE1,01-10-2020 14:29:25.565,,1.62,
LINE1,01-10-2020 14:29:39.776,0.04,1.62,15.83
LINE1,01-10-2020 14:29:40.564,,1.37,
LINE1,01-10-2020 14:29:45.564,,1.63,
LINE1,01-10-2020 14:30:07.564,,1.41,
LINE1,01-10-2020 14:30:13.564,,1.63,
LINE1,01-10-2020 14:30:14.564,,1.38,
LINE1,01-10-2020 14:30:15.564,,1.61,
LINE1,01-10-2020 14:30:18.564,,1.36,
LINE1,01-10-2020 14:30:19.564,,1.66,
LINE1,01-10-2020 14:30:39.775,0.04,1.55,15.79
LINE1,01-10-2020 14:31:39.776,0.04,1.6,15.83
LINE1,01-10-2020 14:31:58.064,,1.27,
LINE1,01-10-2020 14:31:59.064,,1.65,
LINE1,01-10-2020 14:32:22.064,,1.43,
LINE1,01-10-2020 14:32:39.777,0.04,1.54,15.82
LINE1,01-10-2020 14:33:39.776,0.04,1.59,15.78
LINE1,01-10-2020 14:34:39.777,0.04,1.42,15.82
LINE1,01-10-2020 14:35:16.564,,1.7,
LINE1,01-10-2020 14:35:21.564,,1.49,
LINE1,01-10-2020 14:35:33.065,,,15.61
LINE1,01-10-2020 14:35:39.776,0.04,1.59,15.61
LINE1,01-10-2020 14:36:12.564,,1.39,
LINE1,01-10-2020 14:36:13.564,,1.6,
LINE1,01-10-2020 14:36:37.064,,1.39,
LINE1,01-10-2020 14:36:39.777,0.04,1.61,15.67
LINE1,01-10-2020 14:36:55.564,,1.4,
LINE1,01-10-2020 14:36:56.564,,1.63,
LINE1,01-10-2020 14:37:20.565,,1.41,
LINE1,01-10-2020 14:37:28.567,,1.62,
LINE1,01-10-2020 14:37:39.776,0.04,1.62,15.67
LINE1,01-10-2020 14:38:13.570,,1.42,
LINE1,01-10-2020 14:38:14.569,,1.65,
LINE1,01-10-2020 14:38:16.570,,1.44,
LINE1,01-10-2020 14:38:22.569,,1.64,
LINE1,01-10-2020 14:38:27.569,,1.42,
LINE1,01-10-2020 14:38:28.570,,1.62,
LINE1,01-10-2020 14:38:39.776,0.04,1.52,15.6
LINE1,01-10-2020 14:39:39.775,0.04,1.61,15.6
LINE1,01-10-2020 14:39:57.564,,1.4,
LINE1,01-10-2020 14:40:06.564,,1.61,
LINE1,01-10-2020 14:40:39.777,0.04,1.61,15.67
LINE1,01-10-2020 14:40:45.064,,1.36,
LINE1,01-10-2020 14:40:46.065,,1.69,
LINE1,01-10-2020 14:40:50.064,,1.34,
LINE1,01-10-2020 14:40:51.564,,1.65,
LINE1,01-10-2020 14:41:25.564,,1.41,
